temperature,humidity,rainfall_mm,wind_speed,crop_type,growth_stage,previous_pest_occurrence,pest_risk,pest_type
30.16,77.89,2.91,6.048,cotton,seedling,0,medium,whitefly
30.29,81.13,9.74,4.896000000000001,wheat,seedling,0,high,stem_borer
31.73,75.07,7.59,4.932,cotton,maturity,0,high,whitefly
27.97,88.84,18.19,6.264,wheat,vegetative,0,medium,aphids
28.23,80.39,9.72,5.867999999999999,cotton,vegetative,0,high,whitefly
30.05,72.97,4.16,2.988,rice,seedling,0,medium,stem_borer
29.19,76.98,0.01,5.22,wheat,vegetative,0,high,stem_borer
29.2,78.96,0.42,7.164,cotton,seedling,0,medium,whitefly
29.31,79.79,1.84,7.2,sugarcane,vegetative,1,high,top_borer
29.8,77.91,4.11,4.6080000000000005,cotton,vegetative,0,high,whitefly
29.88,75.44,19.82,3.9960000000000004,sugarcane,vegetative,0,high,top_borer
29.3,75.57,11.37,3.42,sugarcane,seedling,0,medium,top_borer
29.9,71.45,1.4,1.26,rice,maturity,0,medium,stem_borer
29.3,76.08,4.04,5.688000000000001,wheat,vegetative,1,high,stem_borer
28.23,80.02,1.37,12.528,cotton,seedling,0,low,none
29.07,77.78,0.22,8.784,rice,seedling,1,high,stem_borer
29.3,76.09,1.0,7.488,cotton,vegetative,0,medium,whitefly
28.54,78.77,8.9,5.508,sugarcane,vegetative,0,medium,top_borer
29.03,77.19,5.63,3.168,wheat,maturity,1,high,stem_borer
29.14,74.23,0.5,2.952,cotton,seedling,0,medium,whitefly
29.21,75.62,2.71,4.068,cotton,seedling,0,medium,whitefly
29.54,71.27,0.04,4.32,sugarcane,flowering,0,medium,top_borer
29.04,74.45,0.0,5.04,cotton,seedling,1,high,whitefly
29.45,71.69,0.0,4.824000000000001,cotton,maturity,0,medium,whitefly
29.75,70.14,0.0,5.364,sugarcane,flowering,1,high,top_borer
30.25,66.06,0.0,4.428,rice,flowering,0,high,aphids
29.93,63.21,0.55,4.896000000000001,sugarcane,flowering,1,high,shoot_borer
29.9,61.67,0.0,4.068,rice,vegetative,0,medium,aphids
30.07,60.47,0.0,4.032000000000001,wheat,vegetative,1,high,leaf_miner
30.41,61.09,0.0,5.364,rice,seedling,0,medium,aphids
31.25,58.77,0.0,5.076,rice,flowering,1,high,aphids
31.32,60.09,0.0,5.688000000000001,wheat,maturity,0,medium,leaf_miner
30.91,56.94,0.0,5.724,rice,vegetative,0,medium,aphids
30.74,52.95,0.01,3.8520000000000003,sugarcane,maturity,0,medium,shoot_borer
29.96,57.22,0.02,5.472,rice,maturity,0,medium,aphids
29.95,55.9,0.0,4.86,wheat,vegetative,0,medium,leaf_miner
30.97,50.02,0.03,2.124,sugarcane,vegetative,1,high,shoot_borer
30.37,58.25,0.23,4.716,wheat,vegetative,1,high,leaf_miner
30.63,57.42,0.01,5.508,wheat,vegetative,0,medium,leaf_miner
30.56,53.27,0.0,5.076,cotton,flowering,1,high,bollworm
29.27,52.14,0.93,4.572,cotton,flowering,0,medium,bollworm
28.24,48.16,0.0,5.4,wheat,flowering,0,medium,leaf_miner
28.54,47.38,0.0,5.184,wheat,flowering,1,high,leaf_miner
28.4,45.88,0.0,5.652,wheat,seedling,1,medium,leaf_miner
28.31,44.8,0.0,5.184,cotton,flowering,1,high,bollworm
27.95,43.61,0.0,5.148,cotton,vegetative,0,medium,bollworm
28.12,44.3,0.0,5.184,rice,maturity,1,medium,aphids
27.83,44.4,0.0,5.22,rice,flowering,0,medium,aphids
27.23,43.56,0.0,4.464,wheat,seedling,0,low,none
26.98,41.57,0.0,6.9479999999999995,sugarcane,vegetative,0,low,none
27.18,37.61,0.0,4.896000000000001,sugarcane,maturity,1,high,shoot_borer
26.75,39.43,0.0,5.256,cotton,maturity,1,medium,bollworm
26.86,38.09,0.0,4.86,cotton,flowering,1,high,bollworm
27.31,42.11,0.0,3.8880000000000003,cotton,maturity,0,low,none
27.49,43.69,0.0,5.004,wheat,flowering,0,medium,leaf_miner
27.27,40.56,0.0,5.148,sugarcane,flowering,0,medium,shoot_borer
27.78,34.92,0.0,3.3480000000000003,rice,vegetative,0,medium,aphids
27.28,37.99,0.0,3.7800000000000002,wheat,vegetative,0,low,none
26.67,38.64,0.0,5.6160000000000005,rice,seedling,1,medium,aphids
25.69,38.21,0.0,5.472,rice,vegetative,0,low,none
25.66,35.31,0.0,3.096,wheat,vegetative,0,medium,leaf_miner
25.51,35.63,0.0,3.672,rice,flowering,0,medium,aphids
24.74,38.16,0.0,6.336,sugarcane,vegetative,0,low,none
24.47,37.5,0.0,5.904,rice,flowering,0,low,none
24.7,31.13,0.0,4.572,sugarcane,flowering,1,high,shoot_borer
24.78,32.92,0.0,4.968,sugarcane,vegetative,0,low,none
24.79,34.91,0.0,3.672,sugarcane,seedling,1,low,none
25.04,33.92,0.0,3.2760000000000002,cotton,seedling,0,low,none
24.56,32.77,0.0,4.104,rice,maturity,0,low,none
23.53,33.89,0.0,4.752000000000001,wheat,maturity,0,low,none
22.54,35.92,0.0,6.084,wheat,vegetative,1,medium,leaf_miner
22.46,33.93,0.0,4.896000000000001,rice,seedling,1,medium,aphids
23.44,28.36,0.0,3.096,cotton,flowering,0,low,none
22.53,29.92,0.0,3.456,cotton,maturity,0,low,none
22.3,32.93,0.0,7.128,sugarcane,flowering,0,medium,pyrilla
20.91,37.13,0.0,7.236,rice,maturity,0,low,none
20.49,32.91,0.0,6.12,rice,vegetative,1,medium,aphids
21.75,28.31,0.0,3.8160000000000003,wheat,seedling,0,low,none
22.31,33.26,0.03,2.736,rice,maturity,0,low,none
22.35,33.67,0.0,4.176,cotton,seedling,0,low,none
21.88,31.99,0.0,3.9960000000000004,rice,flowering,0,medium,aphids
21.25,32.15,0.0,5.976,wheat,vegetative,0,low,none
21.2,33.3,0.0,5.328,sugarcane,seedling,0,low,none
20.99,33.72,0.0,4.356,wheat,vegetative,1,medium,leaf_miner
20.17,37.46,0.0,4.5,wheat,seedling,1,low,none
20.92,38.59,0.0,4.176,sugarcane,flowering,0,medium,pyrilla
21.39,35.19,0.0,3.456,wheat,flowering,1,high,leaf_miner
20.48,37.34,0.0,3.6,wheat,vegetative,0,medium,leaf_miner
20.54,38.57,0.0,3.528,rice,flowering,0,low,none
19.08,42.19,0.0,3.672,rice,maturity,0,low,none
19.17,50.7,8.21,7.812,sugarcane,seedling,0,low,none
17.29,70.58,5.39,6.803999999999999,rice,flowering,0,medium,aphids
16.05,58.15,0.0,6.516,rice,maturity,0,low,none
15.86,45.59,0.0,3.8520000000000003,wheat,vegetative,0,medium,leaf_miner
15.61,40.23,0.0,4.176,cotton,maturity,1,medium,aphids
15.5,44.16,0.0,8.856,rice,vegetative,0,low,none
13.96,45.07,0.0,7.632000000000001,cotton,vegetative,0,low,none
14.51,35.05,0.0,5.688000000000001,rice,seedling,0,low,none
15.84,48.85,0.06,6.012,rice,seedling,0,low,none
15.98,51.26,0.4,5.508,sugarcane,maturity,0,low,none
13.93,68.5,5.87,7.272,sugarcane,seedling,1,medium,pyrilla
14.38,67.64,0.22,5.796,sugarcane,seedling,0,low,none
14.65,53.62,0.0,8.028,cotton,seedling,0,low,none
13.74,48.9,0.0,5.724,wheat,maturity,0,low,none
14.42,50.76,0.0,3.8520000000000003,rice,flowering,0,medium,aphids
14.94,52.49,0.0,4.752000000000001,rice,seedling,0,low,none
15.97,52.62,0.0,5.04,rice,seedling,0,low,none
16.12,56.13,0.0,6.012,cotton,maturity,0,low,none
17.47,56.13,0.0,2.9160000000000004,sugarcane,flowering,0,medium,pyrilla
18.46,45.53,0.0,4.788,wheat,seedling,0,low,none
17.45,44.1,0.0,6.8759999999999994,cotton,vegetative,1,medium,aphids
17.66,43.56,0.0,4.6080000000000005,sugarcane,maturity,0,low,none
17.45,48.87,0.0,5.724,cotton,seedling,1,low,none
18.17,48.33,0.0,3.42,wheat,seedling,1,low,none
18.41,55.84,0.26,6.336,sugarcane,vegetative,0,medium,pyrilla
17.31,66.0,0.25,6.228,cotton,vegetative,0,medium,aphids
17.8,54.83,3.38,3.8520000000000003,wheat,maturity,0,low,none
15.51,71.23,5.03,4.6080000000000005,rice,maturity,1,medium,aphids
12.5,68.69,0.0,5.796,wheat,vegetative,0,medium,aphids
11.65,66.95,0.0,5.6160000000000005,rice,maturity,1,medium,aphids
10.47,60.27,0.0,5.472,cotton,vegetative,1,high,aphids
9.69,58.92,0.0,6.8759999999999994,sugarcane,seedling,1,medium,pyrilla
8.72,52.31,0.0,6.803999999999999,sugarcane,vegetative,0,low,none
8.96,50.84,0.0,6.84,cotton,vegetative,0,low,none
10.07,42.25,0.0,6.192,sugarcane,flowering,1,high,pyrilla
11.64,42.41,0.0,6.444,sugarcane,vegetative,0,low,none
12.53,50.48,0.0,5.472,rice,vegetative,0,low,none
13.14,50.98,0.0,4.752000000000001,cotton,flowering,1,high,aphids
13.23,53.24,0.0,4.464,wheat,maturity,0,low,none
12.7,51.67,0.0,4.824000000000001,rice,flowering,1,high,aphids
12.03,53.32,0.0,5.724,cotton,seedling,1,medium,aphids
12.08,49.96,0.0,4.5,rice,flowering,0,medium,aphids
12.31,50.71,3.84,7.488,wheat,seedling,1,low,none
8.02,63.72,0.05,3.708,wheat,maturity,0,low,none
8.64,66.82,0.0,6.264,cotton,flowering,0,medium,aphids
8.58,61.94,0.0,5.328,wheat,flowering,0,medium,aphids
9.35,51.08,0.0,5.724,rice,maturity,0,low,none
11.65,39.5,0.0,2.8440000000000003,wheat,seedling,0,low,none
10.3,62.66,1.72,4.248,rice,flowering,0,medium,aphids
12.48,92.36,1.22,6.516,rice,seedling,0,low,none
15.36,83.61,1.44,5.688000000000001,wheat,flowering,0,medium,aphids
14.34,91.31,10.87,9.288,cotton,vegetative,1,high,aphids
14.84,80.48,2.28,4.212,sugarcane,flowering,1,high,pyrilla
12.96,73.04,0.0,4.752000000000001,wheat,maturity,0,medium,aphids
12.94,58.53,0.0,3.204,rice,maturity,0,medium,aphids
12.2,66.46,0.0,5.508,rice,seedling,0,low,none
10.7,69.03,0.0,6.12,wheat,flowering,0,medium,aphids
10.06,61.23,0.0,5.688000000000001,cotton,seedling,1,medium,aphids
10.44,56.81,0.0,5.796,cotton,seedling,1,medium,aphids
9.51,56.63,0.0,5.508,rice,vegetative,0,medium,aphids
11.34,52.49,0.0,4.176,rice,vegetative,0,low,none
11.55,51.26,0.0,3.636,cotton,maturity,0,low,none
10.29,58.13,0.0,5.472,sugarcane,seedling,0,low,none
10.99,50.01,0.0,5.076,wheat,maturity,0,low,none
12.51,44.09,0.0,3.456,rice,flowering,1,high,aphids
12.42,50.06,0.0,6.3,rice,seedling,1,low,none
11.49,65.17,0.0,6.3,cotton,seedling,0,low,none
11.84,60.16,0.0,6.192,wheat,flowering,0,medium,aphids
12.94,42.43,0.0,5.832000000000001,cotton,flowering,1,high,aphids
13.2,48.95,1.05,10.836,wheat,maturity,0,low,none
11.53,58.31,0.05,3.7800000000000002,wheat,maturity,0,low,none
12.07,53.45,0.0,3.564,wheat,flowering,0,medium,aphids
11.52,49.53,0.0,4.968,rice,maturity,1,medium,aphids
11.19,46.65,0.0,5.6160000000000005,sugarcane,flowering,0,medium,pyrilla
11.8,43.9,0.0,4.032000000000001,cotton,seedling,1,medium,aphids
10.93,49.19,0.0,6.516,sugarcane,seedling,1,low,none
11.3,49.22,0.0,6.3,cotton,vegetative,1,high,aphids
14.06,38.84,0.0,4.14,wheat,seedling,1,low,none
14.13,39.96,0.0,5.256,rice,flowering,0,medium,aphids
15.09,44.27,0.0,3.9960000000000004,sugarcane,maturity,0,low,none
15.15,43.5,0.59,4.968,rice,vegetative,1,medium,aphids
12.69,61.58,5.02,6.912,cotton,maturity,1,high,aphids
13.0,60.04,0.0,4.284,rice,flowering,0,medium,aphids
13.02,61.54,0.0,6.192,rice,seedling,0,low,none
13.63,55.93,0.0,6.696000000000001,sugarcane,vegetative,1,high,pyrilla
15.21,50.97,0.0,5.148,wheat,flowering,1,high,aphids
17.18,47.18,0.0,4.680000000000001,rice,vegetative,0,low,none
16.47,45.66,0.0,4.716,wheat,vegetative,0,low,none
17.01,52.14,0.0,4.5360000000000005,cotton,seedling,0,low,none
17.64,49.43,0.0,4.752000000000001,rice,flowering,0,medium,aphids
17.91,47.03,0.0,3.528,sugarcane,maturity,0,low,none
17.95,46.63,0.0,4.068,cotton,vegetative,0,low,none
18.14,43.88,0.0,4.464,cotton,vegetative,0,low,none
18.03,49.24,0.0,4.6080000000000005,sugarcane,maturity,0,low,none
18.46,46.25,0.01,3.9240000000000004,rice,flowering,1,high,aphids
18.36,42.68,0.0,4.32,rice,vegetative,1,medium,aphids
17.85,43.19,0.0,4.896000000000001,cotton,vegetative,0,low,none
17.83,42.93,0.0,4.464,rice,vegetative,0,low,none
18.37,42.88,0.0,6.12,wheat,flowering,1,high,leaf_miner
20.58,36.23,0.0,4.464,sugarcane,flowering,0,medium,pyrilla
22.53,30.88,0.0,4.176,wheat,maturity,1,medium,leaf_miner
22.15,30.98,0.0,4.32,rice,flowering,1,high,aphids
22.28,33.71,0.0,5.328,cotton,flowering,0,medium,aphids
22.94,38.19,0.08,5.724,sugarcane,seedling,1,low,none
21.79,39.91,0.99,6.803999999999999,rice,maturity,0,low,none
19.97,29.81,0.01,4.464,rice,vegetative,0,medium,aphids
18.88,36.34,0.0,7.236,cotton,flowering,0,low,none
19.1,37.49,0.0,9.251999999999999,cotton,vegetative,0,low,none
21.22,30.7,0.0,5.652,wheat,vegetative,1,medium,leaf_miner
22.22,26.76,0.0,5.112,sugarcane,seedling,0,low,none
22.25,32.39,0.0,9.216000000000001,sugarcane,flowering,0,low,none
22.28,32.56,0.0,6.408,cotton,maturity,0,low,none
24.31,35.99,0.57,13.895999999999999,wheat,flowering,1,medium,leaf_miner
23.93,43.31,0.62,7.812,sugarcane,vegetative,0,low,none
25.02,35.08,0.0,2.952,cotton,maturity,0,low,none
25.18,32.32,0.03,4.464,rice,flowering,1,high,aphids
25.04,29.66,0.07,3.708,sugarcane,vegetative,0,medium,shoot_borer
24.51,26.38,0.04,8.352,wheat,vegetative,1,medium,leaf_miner
23.6,36.79,0.58,5.976,wheat,seedling,0,low,none
23.36,36.26,0.0,6.408,wheat,seedling,1,low,none
23.57,40.29,0.0,7.164,rice,seedling,1,low,none
25.16,37.47,0.0,7.056,sugarcane,vegetative,0,medium,shoot_borer
25.69,34.18,0.0,6.12,sugarcane,flowering,0,medium,shoot_borer
25.65,31.64,0.0,5.04,rice,seedling,1,medium,aphids
25.18,33.05,0.0,6.264,sugarcane,flowering,0,medium,shoot_borer
25.64,34.75,0.0,6.84,rice,seedling,1,medium,aphids
25.55,37.2,0.47,8.064000000000002,rice,maturity,0,medium,aphids
25.95,37.84,2.36,10.224,rice,maturity,0,low,none
23.8,40.27,4.96,9.251999999999999,wheat,seedling,0,low,none
22.94,42.41,0.0,7.452,sugarcane,vegetative,1,medium,pyrilla
22.11,42.65,0.0,8.172,rice,seedling,0,low,none
23.68,38.05,0.0,7.128,sugarcane,seedling,1,medium,pyrilla
26.46,33.31,0.0,5.904,wheat,vegetative,1,high,leaf_miner
28.35,33.89,0.0,5.364,rice,maturity,0,low,none
28.55,26.34,0.01,10.548,cotton,flowering,0,low,none
27.98,29.84,0.04,8.28,wheat,seedling,1,medium,leaf_miner
24.83,23.81,0.0,12.816,cotton,vegetative,0,low,none
23.37,23.6,0.0,11.592,sugarcane,seedling,1,low,none
22.45,18.88,0.0,9.0,sugarcane,vegetative,0,low,none
24.1,16.91,0.0,6.912,wheat,flowering,0,low,none
24.88,18.68,0.0,8.244,sugarcane,flowering,1,high,shoot_borer
26.16,32.58,0.01,12.384,cotton,maturity,0,low,none
25.0,48.87,3.67,11.268,rice,vegetative,0,low,none
24.88,44.39,1.52,9.18,rice,vegetative,0,low,none
24.36,31.19,0.0,8.424,rice,maturity,0,low,none
25.95,22.36,0.0,8.208,wheat,maturity,0,low,none
26.76,22.59,0.0,8.388,sugarcane,vegetative,1,high,shoot_borer
28.63,23.82,0.0,7.308,cotton,maturity,0,medium,bollworm
30.07,24.57,0.02,8.892000000000001,sugarcane,flowering,0,medium,shoot_borer
30.57,25.25,0.0,9.144,sugarcane,seedling,1,high,shoot_borer
31.28,26.61,0.0,9.144,sugarcane,flowering,0,medium,shoot_borer
30.77,24.75,0.0,6.336,rice,maturity,0,medium,aphids
29.03,28.77,0.38,8.388,cotton,vegetative,1,high,bollworm
26.32,42.43,3.13,10.152,cotton,vegetative,1,medium,bollworm
27.31,39.9,0.11,5.292,sugarcane,flowering,0,medium,shoot_borer
28.68,27.77,0.0,8.136,rice,vegetative,0,medium,aphids
24.93,31.3,1.22,6.228,rice,maturity,0,low,none
22.14,57.23,4.53,7.956,cotton,flowering,0,medium,aphids
26.18,40.4,0.74,5.148,rice,vegetative,0,medium,aphids
21.91,56.2,15.07,10.548,rice,seedling,0,low,none
24.48,39.75,0.0,8.496,rice,seedling,0,low,none
26.81,30.52,0.0,7.632000000000001,wheat,maturity,0,medium,leaf_miner
29.93,26.11,0.0,6.768,sugarcane,vegetative,0,medium,shoot_borer
32.02,26.08,0.0,6.5520000000000005,cotton,maturity,1,high,bollworm
32.41,27.73,0.0,6.408,cotton,flowering,0,medium,bollworm
32.89,28.51,0.0,5.976,wheat,seedling,0,low,none
33.07,27.25,0.15,5.292,sugarcane,flowering,0,medium,shoot_borer
32.7,30.36,0.16,2.8440000000000003,cotton,vegetative,0,medium,bollworm
33.22,28.92,0.42,3.708,rice,maturity,1,high,aphids
31.92,32.05,0.66,5.004,cotton,maturity,0,medium,bollworm
32.15,33.27,2.66,6.372,rice,maturity,0,medium,aphids
31.14,37.32,1.1,4.644,wheat,flowering,0,high,leaf_miner
31.68,33.47,1.04,4.716,rice,seedling,1,high,aphids
29.89,37.72,1.69,3.096,cotton,flowering,0,medium,bollworm
31.92,31.97,0.0,3.8160000000000003,cotton,flowering,0,medium,bollworm
33.0,26.76,0.0,5.364,cotton,vegetative,0,medium,bollworm
33.24,27.54,2.32,4.716,wheat,vegetative,0,medium,leaf_miner
32.04,29.97,0.52,6.228,wheat,vegetative,0,medium,leaf_miner
32.9,32.69,5.6,5.004,sugarcane,seedling,0,medium,shoot_borer
30.2,40.63,1.43,4.212,cotton,seedling,1,high,bollworm
30.32,37.04,0.01,4.356,rice,vegetative,1,high,aphids
31.8,30.54,0.07,6.3,wheat,vegetative,0,medium,leaf_miner
33.2,26.85,0.01,4.896000000000001,cotton,seedling,0,medium,aphids
34.16,24.82,0.0,9.576,cotton,maturity,0,medium,aphids
33.55,24.85,0.1,8.424,wheat,seedling,1,high,leaf_miner
31.54,30.97,0.43,7.848000000000001,sugarcane,seedling,0,low,none
32.07,33.6,0.25,7.920000000000001,wheat,seedling,1,high,leaf_miner
31.03,39.49,6.16,9.072000000000001,wheat,vegetative,0,medium,leaf_miner
31.67,33.92,0.05,5.832000000000001,rice,maturity,0,medium,aphids
31.27,27.89,0.0,7.848000000000001,rice,seedling,0,medium,aphids
31.75,26.3,0.83,12.528,sugarcane,vegetative,0,medium,shoot_borer
33.3,22.94,0.0,11.484,cotton,flowering,1,high,aphids
35.1,17.39,0.0,6.984,wheat,flowering,1,high,leaf_miner
35.61,15.4,0.0,7.272,sugarcane,seedling,0,medium,shoot_borer
36.05,16.49,0.0,6.156,rice,flowering,0,high,aphids
36.2,26.63,0.0,11.988000000000001,wheat,maturity,1,medium,leaf_miner
33.99,41.55,6.73,9.54,cotton,flowering,1,high,aphids
35.87,33.68,2.82,5.724,rice,flowering,0,high,aphids
32.53,40.07,5.25,6.012,rice,maturity,0,medium,aphids
32.8,36.71,3.56,6.444,rice,seedling,0,low,none
32.07,43.06,6.87,2.8800000000000003,sugarcane,seedling,0,medium,shoot_borer
32.87,38.32,4.19,4.104,cotton,maturity,0,medium,bollworm
33.57,35.98,3.06,2.7,wheat,maturity,0,medium,leaf_miner
34.69,34.15,0.15,3.672,sugarcane,maturity,0,medium,shoot_borer
36.16,34.48,0.09,8.64,sugarcane,flowering,0,high,shoot_borer
37.71,29.77,0.0,11.448,sugarcane,maturity,0,low,none
38.82,28.65,0.0,11.664000000000001,rice,vegetative,1,high,aphids
38.52,29.7,1.78,8.748000000000001,cotton,flowering,1,high,aphids
36.51,37.36,4.16,7.452,sugarcane,seedling,0,medium,shoot_borer
35.49,42.87,6.52,9.504000000000001,wheat,seedling,1,high,leaf_miner
33.42,49.2,7.97,9.216000000000001,cotton,seedling,1,high,aphids
34.23,36.19,0.93,4.824000000000001,wheat,flowering,0,high,leaf_miner
34.08,37.13,2.48,6.084,cotton,vegetative,0,medium,aphids
28.9,60.5,9.34,9.0,wheat,maturity,1,high,leaf_miner
32.78,44.5,0.57,4.356,rice,maturity,1,high,aphids
34.2,35.45,0.02,4.248,sugarcane,seedling,1,high,shoot_borer
33.66,39.03,0.23,7.38,wheat,seedling,1,high,leaf_miner
33.75,38.57,0.66,6.408,cotton,flowering,0,medium,aphids
34.59,31.28,0.01,7.38,sugarcane,vegetative,0,medium,shoot_borer
35.13,31.61,0.0,8.172,sugarcane,maturity,0,medium,shoot_borer
36.09,27.55,0.0,6.192,cotton,flowering,0,medium,aphids
36.39,27.0,0.07,3.564,wheat,maturity,0,medium,leaf_miner
35.67,32.26,2.63,5.760000000000001,rice,seedling,0,medium,aphids
32.29,50.22,17.64,7.38,rice,maturity,0,medium,aphids
33.94,39.59,0.09,6.048,wheat,vegetative,1,high,leaf_miner
35.41,34.98,0.0,8.928,sugarcane,vegetative,0,medium,shoot_borer
36.42,31.66,0.0,10.152,sugarcane,seedling,0,low,none
37.35,29.39,0.0,14.4,sugarcane,vegetative,0,medium,shoot_borer
36.96,31.42,0.0,9.72,sugarcane,vegetative,0,medium,shoot_borer
36.83,30.67,0.03,7.38,wheat,flowering,1,high,leaf_miner
34.8,40.52,10.24,4.464,sugarcane,maturity,1,high,shoot_borer
35.63,37.85,0.0,7.416,cotton,seedling,1,high,aphids
35.87,38.31,2.26,5.796,sugarcane,seedling,0,medium,shoot_borer
36.43,35.76,0.0,7.884,rice,seedling,0,medium,aphids
37.4,32.59,0.0,9.0,sugarcane,seedling,0,medium,shoot_borer
38.06,31.45,0.4,8.496,wheat,seedling,0,medium,leaf_miner
36.8,35.33,1.82,3.42,rice,vegetative,1,high,aphids
36.55,38.96,0.68,4.788,wheat,flowering,1,high,leaf_miner
35.48,44.16,3.98,7.128,wheat,seedling,1,high,leaf_miner
30.76,69.91,41.88,13.284,rice,flowering,0,high,aphids
31.18,69.18,9.71,5.5440000000000005,wheat,flowering,1,high,leaf_miner
32.16,62.94,2.74,8.676,wheat,vegetative,0,high,leaf_miner
33.08,55.53,0.31,6.66,sugarcane,seedling,1,high,shoot_borer
34.32,51.26,0.01,4.392,cotton,vegetative,0,medium,aphids
35.75,47.69,0.1,6.408,wheat,seedling,0,medium,leaf_miner
35.71,50.39,6.5,6.336,wheat,vegetative,0,high,leaf_miner
31.34,77.01,57.06,10.08,wheat,flowering,1,high,stem_borer
30.17,79.65,40.05,6.156,sugarcane,seedling,0,high,top_borer
30.81,74.3,9.53,3.2760000000000002,cotton,maturity,0,medium,whitefly
32.21,61.11,0.07,2.052,rice,flowering,1,high,aphids
30.92,68.38,0.99,4.788,sugarcane,maturity,0,medium,shoot_borer
31.77,69.49,2.67,5.904,sugarcane,flowering,0,high,shoot_borer
33.27,64.17,0.38,3.6,cotton,vegetative,0,medium,aphids
30.47,76.02,5.74,8.712,cotton,seedling,0,medium,whitefly
30.81,78.62,16.53,9.468,sugarcane,flowering,1,high,top_borer
30.28,80.2,33.45,7.416,rice,vegetative,1,high,stem_borer
30.05,79.68,25.42,2.736,sugarcane,seedling,0,high,top_borer
30.15,76.92,3.94,4.428,cotton,seedling,1,high,whitefly
30.21,76.28,3.04,4.788,rice,flowering,0,high,stem_borer
30.89,74.27,2.51,3.564,cotton,seedling,0,medium,whitefly
30.8,73.93,1.25,4.104,rice,flowering,0,high,stem_borer
30.94,69.89,11.69,3.024,wheat,seedling,0,medium,leaf_miner
30.72,73.15,5.04,2.952,cotton,maturity,0,medium,whitefly
30.98,71.78,11.93,2.952,cotton,vegetative,1,high,whitefly
30.83,71.33,0.45,4.212,sugarcane,maturity,1,high,top_borer
31.01,69.74,6.28,2.4120000000000004,cotton,flowering,0,high,bollworm
30.51,70.66,1.09,3.384,cotton,maturity,0,medium,whitefly
30.4,71.75,4.77,3.564,wheat,flowering,1,high,stem_borer
30.76,72.27,4.1,4.104,cotton,seedling,1,high,whitefly
31.48,63.79,0.59,5.436,wheat,seedling,1,high,leaf_miner
31.37,64.45,3.49,5.4,wheat,flowering,0,high,leaf_miner
32.14,61.42,0.69,4.752000000000001,wheat,maturity,1,high,leaf_miner
32.21,61.16,2.45,6.048,wheat,seedling,0,medium,leaf_miner
31.43,64.87,2.48,5.976,rice,vegetative,0,medium,aphids
31.31,64.21,0.23,3.9600000000000004,sugarcane,seedling,0,medium,shoot_borer
31.51,61.82,0.0,5.832000000000001,rice,vegetative,0,medium,aphids
31.47,61.61,7.84,4.428,cotton,maturity,0,medium,bollworm
31.8,59.36,0.58,5.04,rice,vegetative,0,high,aphids
30.16,69.6,3.44,8.028,rice,vegetative,0,high,aphids
28.0,79.39,7.73,4.5360000000000005,cotton,vegetative,1,high,whitefly
29.3,74.45,7.18,3.744,cotton,vegetative,0,medium,whitefly
30.82,65.92,0.28,3.9240000000000004,cotton,seedling,0,medium,bollworm
31.4,63.25,0.76,4.284,rice,vegetative,0,high,aphids
31.97,58.09,2.19,6.264,rice,seedling,1,high,aphids
32.14,54.2,1.09,5.256,cotton,vegetative,0,medium,bollworm
32.24,54.23,2.31,3.9240000000000004,sugarcane,flowering,0,high,shoot_borer
30.99,59.66,2.93,3.9600000000000004,sugarcane,maturity,0,medium,shoot_borer
30.85,60.74,0.58,5.724,wheat,vegetative,1,high,leaf_miner
29.95,64.61,3.76,5.508,cotton,flowering,1,high,bollworm
